date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:05:36	23722/23722	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202020%2016:59:26%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s20.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s20.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:36	19088/19088	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202020%2016:59:40%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s20plus.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s20plus.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:37	12093/12093	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202020%2017:00:01%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s20ultra.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s20ultra.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:37	12093/12093	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Aug%202020%2019:31:10%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/S20-Ultra-5G.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/S20-Ultra-5G.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:38	36032/36032	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2005%20Apr%202023%2009:05:15%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note10p%c3%84%c2%baus.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note10p%c3%84%c2%baus.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:38	21153/21153	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note10.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note10.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:38	25413/25413	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s10plus.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s10plus.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:38	19429/19429	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s10.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s10.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:39	24669/24669	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s10e.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s10e.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:39	22927/22927	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note9.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note9.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:39	12489/12489	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s9.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s9.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:39	15948/15948	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note8.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note8.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:40	16525/16525	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s8.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s8.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:40	15142/15142	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s8active.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s8active.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:40	19278/19278	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s7edge.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s7edge.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:40	16249/16249	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s7.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s7.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:40	23645/23645	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s7active.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s7active.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:41	20474/20474	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s6edgeplus.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s6edgeplus.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:41	18034/18034	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s6edge.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s6edge.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:41	19520/19520	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s6.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/s6.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:41	21865/21865	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note5.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note5.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:42	35821/35821	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note4.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note4.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:42	26781/26781	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note3.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/note3.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:42	23252/23252	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Aug%202020%2019:31:09%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/A71-5g.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/A71-5g.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:42	23252/23252	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Aug%202020%2019:31:09%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/A71.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/A71.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:43	22388/22388	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a90.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a90.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:43	16804/16804	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a92019.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a92019.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:43	19272/19272	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a8.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a8.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:43	25359/25359	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a80.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a80.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:44	30108/30108	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a70.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a70.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:44	31030/31030	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a50.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a50.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:44	25546/25546	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a40.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a40.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:45	28635/28635	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a20.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a20.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:45	23925/23925	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a10.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a10.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:45	22522/22522	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a7.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a7.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:45	17923/17923	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a6.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a6.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:46	16033/16033	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a52017.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a52017.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:46	22609/22609	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a3.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/a3.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:46	14528/14528	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j8.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j8.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:46	18641/18641	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j7.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j7.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:47	17981/17981	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j6.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j6.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:47	19149/19149	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j5.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j5.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:47	16902/16902	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j4.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/samsung/j4.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:47	19714/19714	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Aug%202020%2021:20:52%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel4a.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel4a.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:47	18610/18610	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/Google-Pixel-4.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/Google-Pixel-4.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:48	27205/27205	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/google_pixel_2.png	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/google_pixel_2.png	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:48	21583/21583	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel3a.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel3a.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:48	12283/12283	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel3xl.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel3xl.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:48	12784/12784	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel3.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel3.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:49	25670/25670	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel2xl.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel2xl.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:49	24025/24025	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel2.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel2.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:49	20585/20585	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixelxl.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixelxl.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:49	21200/21200	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/google/pixel.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:50	22583/22583	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Aug%202020%2021:39:36%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-V60-Thin-Q-5G-Dual-Screen.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-V60-Thin-Q-5G-Dual-Screen.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:50	15797/15797	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Aug%202020%2021:38:17%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-V60-Thin-Q-5G.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-V60-Thin-Q-5G.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:51	21356/21356	---M--	200	added ('OK')	image/jpeg	date:Tue,%2011%20Aug%202020%2021:40:11%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-Velvet-5G.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-Velvet-5G.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:51	26823/26823	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-G8-ThinQ.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-G8-ThinQ.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:51	27097/27097	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/g8.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/g8.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:51	23441/23441	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-K40.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-K40.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:52	21441/21441	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-Stylo-5.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-Stylo-5.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
12:05:52	23358/23358	---M--	200	added ('OK')	image/jpeg	date:Fri,%2001%20Nov%202019%2019:21:41%20GMT	https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-V50-ThinQ.jpg	C:/My%20Web%20Sites/zip/ifixandrepair.com/wp-content/themes/ifix-theme-2.0/images/devices/lg/LG-V50-ThinQ.jpg	(from https://ifixandrepair.com/wp-content/themes/ifix-theme-2.0/css/style.css?v=1.0.7&ver=1)
